Movie_ID,Title,Genre,Director,Cast,Country,Release_Year,Rating,Duration_Minutes,Language,Popularity_Score,Vote_Count,Age_Group,Description,Combined_Features
492,Love Story 492,Animation,Vikram Singh,Daniel Scott,Australia,2002,PG,97,Spanish,6.68,347122,Kids,"A animation movie directed by Vikram Singh, starring Daniel Scott. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Vikram Singh Daniel Scott Australia Spanish PG Kids A animation movie directed by Vikram Singh, starring Daniel Scott. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
493,Future City 493,Romance,Michael Brown,Emily Brown,France,2000,R,178,Spanish,7.98,157895,Adults,"A romance movie directed by Michael Brown, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Michael Brown Emily Brown France Spanish R Adults A romance movie directed by Michael Brown, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
494,The Forgotten Story 494,Thriller,David Smith,Priya Rao,Canada,2015,PG,173,English,2.62,197233,Adults,"A thriller movie directed by David Smith, starring Priya Rao. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller David Smith Priya Rao Canada English PG Adults A thriller movie directed by David Smith, starring Priya Rao. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
495,Future City 495,Drama,Priya Sharma,Tom Harris,South Korea,2013,PG,81,Spanish,2.63,64424,Family,"A drama movie directed by Priya Sharma, starring Tom Harris. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Priya Sharma Tom Harris South Korea Spanish PG Family A drama movie directed by Priya Sharma, starring Tom Harris. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
496,The Secret 496,Sci-Fi,Priya Sharma,Tom Harris,Canada,2005,R,120,French,3.23,96159,Family,"A sci-fi movie directed by Priya Sharma, starring Tom Harris. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Priya Sharma Tom Harris Canada French R Family A sci-fi movie directed by Priya Sharma, starring Tom Harris. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
497,Broken Dreams 497,Romance,Steven Martin,Chris Evans,UK,2014,U,93,Telugu,5.63,440380,Family,"A romance movie directed by Steven Martin, starring Chris Evans. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Steven Martin Chris Evans UK Telugu U Family A romance movie directed by Steven Martin, starring Chris Evans. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
498,Dark Night 498,Drama,Priya Sharma,Chris Evans,UK,2019,U/A,81,French,1.86,101620,Adults,"A drama movie directed by Priya Sharma, starring Chris Evans. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Priya Sharma Chris Evans UK French U/A Adults A drama movie directed by Priya Sharma, starring Chris Evans. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
499,The Warrior 499,Thriller,Priya Sharma,Chris Evans,Japan,2024,A,107,French,3.32,144932,Adults,"A thriller movie directed by Priya Sharma, starring Chris Evans. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Priya Sharma Chris Evans Japan French A Adults A thriller movie directed by Priya Sharma, starring Chris Evans. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
500,Dreams of Tomorrow 500,Documentary,James Anderson,Ananya Sharma,India,2007,U/A,155,Hindi,2.18,405904,Kids,"A documentary movie directed by James Anderson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary James Anderson Ananya Sharma India Hindi U/A Kids A documentary movie directed by James Anderson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
501,The Final Mission 501,Sci-Fi,Steven Martin,Chris Evans,Japan,2022,U/A,126,English,3.11,183405,Teens,"A sci-fi movie directed by Steven Martin, starring Chris Evans. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Steven Martin Chris Evans Japan English U/A Teens A sci-fi movie directed by Steven Martin, starring Chris Evans. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
502,Silent Killer 502,Romance,Robert Wilson,Daniel Scott,South Korea,2002,R,93,Telugu,3.98,202432,Teens,"A romance movie directed by Robert Wilson, starring Daniel Scott. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Robert Wilson Daniel Scott South Korea Telugu R Teens A romance movie directed by Robert Wilson, starring Daniel Scott. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
503,Hidden Truth 503,Comedy,Daniel Thomas,Arjun Reddy,UK,2009,U,155,French,8.46,435556,Family,"A comedy movie directed by Daniel Thomas, starring Arjun Reddy. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Daniel Thomas Arjun Reddy UK French U Family A comedy movie directed by Daniel Thomas, starring Arjun Reddy. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
504,Dark Night 504,Horror,John Williams,Robert King,UK,2004,U/A,99,Korean,6.29,416815,Family,"A horror movie directed by John Williams, starring Robert King. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror John Williams Robert King UK Korean U/A Family A horror movie directed by John Williams, starring Robert King. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
505,The Last Journey 505,Sci-Fi,Robert Wilson,Ravi Kumar,South Korea,2000,U,136,Japanese,2.5,71735,Teens,"A sci-fi movie directed by Robert Wilson, starring Ravi Kumar. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Robert Wilson Ravi Kumar South Korea Japanese U Teens A sci-fi movie directed by Robert Wilson, starring Ravi Kumar. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
506,The Last Journey 506,Romance,Raj Kumar,Arjun Reddy,Canada,2024,R,116,English,4.21,277807,Teens,"A romance movie directed by Raj Kumar, starring Arjun Reddy. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Raj Kumar Arjun Reddy Canada English R Teens A romance movie directed by Raj Kumar, starring Arjun Reddy. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
507,Love Story 507,Thriller,Priya Sharma,Arjun Reddy,Australia,2004,PG,128,Telugu,8.6,26255,Adults,"A thriller movie directed by Priya Sharma, starring Arjun Reddy. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Priya Sharma Arjun Reddy Australia Telugu PG Adults A thriller movie directed by Priya Sharma, starring Arjun Reddy. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
508,The Great Adventure 508,Drama,James Anderson,Tom Harris,Australia,2023,R,107,Spanish,8.78,149481,Adults,"A drama movie directed by James Anderson, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama James Anderson Tom Harris Australia Spanish R Adults A drama movie directed by James Anderson, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
509,The Warrior 509,Sci-Fi,Vikram Singh,Robert King,France,2011,U/A,140,Korean,1.31,343781,Teens,"A sci-fi movie directed by Vikram Singh, starring Robert King. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Vikram Singh Robert King France Korean U/A Teens A sci-fi movie directed by Vikram Singh, starring Robert King. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
